node_id,node_type,name,taxonomy,confidence,probability,severity_num,project_id
action::128::(a) development of model metho,Action,"(a) Development of model methodology and national guidelines for EPB&D with experience from the pilot programs in Beijing and Ningbo: As part of this activity, the past and ongoing experience with onl",Mitigation,0.55,0.25,0.33,P_013
action::129::this activity will also assess,Action,"This activity will also assess benchmarking methodologies used in different countries, such as USA and Germany.",Mitigation,0.55,0.25,0.33,P_013
action::12::if the historical trend contin,Action,"If the historical trend continues, the urban building stock will increase by about 65 percent, or about 13 2billion m , with multiplier effects on other urban infrastructure needs.",Mitigation,0.55,0.25,0.33,P_013
action::130::the benchmarking methodology w,Action,The benchmarking methodology will be developed and finalized in consultation with ongoing efforts in Beijing and Beijing will also lead the design of a disclosure policy.,Mitigation,0.55,0.25,0.33,P_013
action::131::ningbo will pilot the integrat,Action,Ningbo will pilot the integrated building management program by combining the online energy monitoring system with an EPB&D program.,Mitigation,0.55,0.25,0.33,P_013
action::132::multi-layered disclosure guide,Action,"Multi-layered disclosure guidelines will also be developed so that cities can phase in the disclosure policy by providing access to the benchmarking data to the building owners, the government, buyers",Mitigation,0.55,0.25,0.33,P_013
action::133::a set of national guidelines w,Action,A set of national guidelines will be prepared for implementation of the EPB&D program in cities.,Mitigation,0.55,0.25,0.33,P_013
action::134::(b) design and implementation,Action,"(b) Design and implementation of a national program for replicating EPB&D in additional cities, including technical assistance for additional cities: As part of this activity, EPB&D programs implement",Mitigation,0.55,0.25,0.33,P_013
action::135::this program will also build o,Action,This program will also build on the experience of the pilot cities.,Mitigation,0.55,0.25,0.33,P_013
action::136::mohurd will develop a national,Action,MOHURD will develop a national program to replicate EPB&D by establishing a national database for benchmarking and by expanding the online energy monitoring system to enable integrated building energy,Mitigation,0.55,0.25,0.33,P_013
action::137::mohurd will provide technical,Action,MOHURD will provide technical support to additional cities in using the guidelines and establishing EPB&D programs.,Mitigation,0.55,0.25,0.33,P_013
action::138::improving policies and impleme,Action,roving Policies and Implementation Capacity in Ningbo: this subcomponent will support key municipal initiatives in promoting EE in public and commercial buildings and scaling up green buildings by: (a,Mitigation,0.55,0.25,0.33,P_013
action::139::this activity is closely linke,Action,This activity is closely linked with activity 2A (a) as the experience from Beijing will directly contribute to the development of the benchmarking methodology in China.,Mitigation,0.55,0.25,0.33,P_013
action::13::the goc plans to increase the,Action,The GOC plans to increase the installation of rooftop solar PV systems from under 1 GW in 2010 to 3 GW by 2015.,Mitigation,0.55,0.25,0.33,P_013
action::140::as the city of beijing is sign,Action,"As the city of Beijing is significantly advanced in the benchmarking related activities, the Beijing pilot will lead the development of city-level disclosure program.",Mitigation,0.55,0.25,0.33,P_013
action::141::this activity will provide sup,Action,This activity will provide support for consultations and consensus building for design and implementation of the EPB&D program.,Mitigation,0.55,0.25,0.33,P_013
action::142::this will include studies and,Action,"This will include studies and analyses to inform the revisions of key regulations, formulating new policies for promoting building EE and green buildings, including mainly, the establishment of a mech",Mitigation,0.55,0.25,0.33,P_013
action::143::support will also be provided,Action,Support will also be provided for the establishment of an on-line registry and certification platform for green buildings; and (c) Outreach and training of local construction trades to meet new or rev,Mitigation,0.55,0.25,0.33,P_013
action::144::this activity will be carried,Action,This activity will be carried out in conjunction with the establishment of Ningbo's online energy monitoring program for large public and commercial buildings.,Mitigation,0.55,0.25,0.33,P_013
action::145::ningbo will contribute to acti,Action,"Ningbo will contribute to activity 2A(a) by piloting the integrated building management system, which combines the online energy monitoring program and the EPB&D program.",Mitigation,0.55,0.25,0.33,P_013
action::146::the specific activities will i,Action,The specific activities will include detailed energy survey and metering for pre-identified categories of buildings to establish the benchmark for select building types in Ningbo and to define the sof,Mitigation,0.55,0.25,0.33,P_013
action::147::a bioclimatic design requires,Action,A bioclimatic design requires architecture to design a building that is adaptive to local climate and custom of living so as minimize active energy use.2 GEF support to Ningbo's green building demonst,Mitigation,0.55,0.25,0.33,P_013
action::148::the designs of the two demonst,Action,The designs of the two demonstrations will be competitively tendered internationally.,Mitigation,0.55,0.25,0.33,P_013
action::149::one firm will be selected to c,Action,One firm will be selected to carry out both designs.,Mitigation,0.55,0.25,0.33,P_013
action::14::successfully addressing urban,Action,Successfully addressing urban energy issues in Beijing will help replication in other major cities in China.,Mitigation,0.65,0.25,1.0,P_013
action::150::the incremental cost sharing o,Action,The incremental cost sharing of the GEF grant should not exceed 50 percent of the total incremental cost of the demonstration projects and will be capped at US$1.4 million; and (c) Policy studies and ,Mitigation,0.55,0.25,0.33,P_013
action::151::the building epb&d activities,Action,The building EPB&D activities supported by this component of will result in the creation of a China national EPB&D program for large public and commercial buildings that is implemented at city level.,Mitigation,0.55,0.25,0.33,P_013
action::152::mohurd team will lead the deve,Action,"MOHURD team will lead the development of the national program, including the benchmarking methodology and guidance for cities on implementation of the program.",Mitigation,0.55,0.25,0.33,P_013
action::153::the beijing team will implemen,Action,"The Beijing team will implement a pilot of the EPB&D program, while taking the lead on",Mitigation,0.55,0.25,0.33,P_013
action::154::the beijing team will implemen,Action,"The Beijing team will implement a pilot of the EPB&D program, while taking the lead on developing and testing the disclosure program as Beijing intends to mandatorily require all specified buildings t",Mitigation,0.55,0.25,0.33,P_013
action::155::ningbo will implement a pilot,Action,"Ningbo will implement a pilot of the EPB&D program, while taking the lead on identifying the software and technical requirements to integrate the online building energy monitoring platform and the ben",Mitigation,0.55,0.25,0.33,P_013
action::156::as ningbo is currently impleme,Action,"As Ningbo is currently implementing the platform, the experience of integration of the monitoring platform with the benchmarking program will be used to revise existing MOHURD guidelines and enable st",Mitigation,0.55,0.25,0.33,P_013
action::157::a joint tender by the three pi,Action,A joint tender by the three PIUs for consulting service for the EPB&D pilot and national program design and implementation will be issued.,Mitigation,0.55,0.25,0.33,P_013
action::158::mohurd will coordinate the sel,Action,"MOHURD will coordinate the selection process and will be responsible for preparing the TOR in consultation with BHURDC and NHURDC, issuing the request for proposal (RFP), and organizing evaluation wit",Mitigation,0.55,0.25,0.33,P_013
action::159::this component is carried out,Action,This component is carried out in conjunction with the proposed Beijing Rooftop Solar PV Scale-Up Project (P125022).,Mitigation,0.55,0.25,0.33,P_013
action::15::the state council identified k,Action,"The State Council identified key actions for the building sector in the 12th FYP period, including comprehensive promotion of building EE through planning, regulations, standards, technologies and des",Mitigation,0.55,0.25,0.33,P_013
action::160::component 3 gef grant allocati,Action,Component 3 GEF grant allocation by subcomponent and first year activities are summarized in the table below: Subcomponent GEF grant First Year Activity Note allocation ('000USD) (a) RESCO 900 (1) Man,Mitigation,0.55,0.25,0.33,P_013
action::161::this will include the implemen,Action,"This will include the implementation, monitoring and reporting activities carried out by the government implementation agencies, i.e., MOHURD, BHURDC, BDRC and NHURDC through their respective project ",Mitigation,0.55,0.25,0.33,P_013
action::162::the implementation of componen,Action,The implementation of Component 3 will involve additional entities which are direct beneficiaries of the,Mitigation,0.55,0.25,0.33,P_013
action::163::ching complex to be retrofitte,Action,ching complex to be retrofitted and the land where a new office compound will be developed.,Mitigation,0.55,0.25,0.33,P_013
action::164::both projects were proposed by,Action,Both projects were proposed by Ningbo University.,Mitigation,0.55,0.25,0.33,P_013
action::165::the bank team reviewed the doc,Action,The Bank team reviewed the document provided by NHURDC and concurred with its selection of the two demonstration projects proposed by Ningbo University.,Mitigation,0.55,0.25,0.33,P_013
action::166::the sub-grant from ningbo muni,Action,"The sub-grant from Ningbo Municipal Government to Ningbo University will be disbursed at three crucial points of the national certification process for the proposed green buildings, i.e., obtaining th",Mitigation,0.55,0.25,0.33,P_013
action::167::gef funds will be used to cost,Action,"GEF funds will be used to cost-share up to US$1.4 million, but not exceeding 50 percent of the incremental costs of the design and construction of two green buildings on the campus of Ningbo Universit",Mitigation,0.55,0.25,0.33,P_013
action::168::ningbo municipal government wi,Action,"Ningbo Municipal Government will enter into a sub-grant agreement with Ningbo University that lays out the eligible technologies, activities, expenditure, performance indicators and disbursement arran",Mitigation,0.55,0.25,0.33,P_013
"action::169::overall, the residual financia",Action,"Overall, the residual financial management risk after mitigation measure for the project is assessed as Moderate.",Mitigation,0.6,0.25,0.66,P_013
action::16::challenges to achieving succes,Action,Challenges to achieving success in these actions in cities are significant.,Mitigation,0.65,0.25,1.0,P_013
action::170::fm manuals (fmms) were prepare,Action,"FM Manuals (FMMs) were prepared and adopted by the four PMOs, respectively, and will be distributed to all relevant financial staff before project start.",Mitigation,0.55,0.25,0.33,P_013
action::171::all project financial staff wi,Action,All project financial staff will be trained before and during project implementation.,Mitigation,0.55,0.25,0.33,P_013
"action::172::the fm risk, both pre and post",Action,"The FM risk, both pre and post-mitigation, have been assessed as ""Moderate"".",Mitigation,0.6,0.25,0.66,P_013
action::173::budgeting: the annual project,Action,Budgeting: The annual project implementation plan will be prepared by the PMOs.,Mitigation,0.55,0.25,0.33,P_013
action::174::budget variance analysis will,Action,Budget variance analysis will be conducted on semi-annual basis by the PMOs and necessary actions will be taken to make sure project could be implemented as planned.,Mitigation,0.55,0.45,0.33,P_013
action::175::funds flow: the gef grant proc,Action,"Funds Flow: The GEF grant proceeds will flow from the Bank into project designated accounts (DAs) to be set up at and managed by MOF, BFB and NFB.",Mitigation,0.55,0.25,0.33,P_013
"action::176::mof, bfb and nfb will be direc",Action,"MOF, BFB and NFB will be directly responsible for the management, maintenance and reconciliation of the DAs activities.",Mitigation,0.55,0.25,0.33,P_013
action::177::supporting documents required,Action,"Supporting documents required for Bank disbursements will be prepared and submitted by the PMOs to MOF, BFB and NFB for review and disbursement processing.",Mitigation,0.55,0.25,0.33,P_013
action::178::accounting and financial repor,Action,"Accounting and Financial Reporting: The administration, accounting and reporting of the project will be set up in accordance with Circular #13: ""Accounting Regulations for World Bank Financed Projects",Mitigation,0.55,0.25,0.33,P_013
action::179::the pmos will be responsible f,Action,"The PMOs will be responsible for the project implementation, management, monitoring and coordination for the components that they execute.",Mitigation,0.55,0.25,0.33,P_013
"action::17::the well-known barriers (e.g.,",Action,"The well-known barriers (e.g., split incentives and high transaction costs) notwithstanding, the lack of basic building energy performance data and the absence of market valuation of building EE in re",Mitigation,0.55,0.25,0.33,P_013
action::180::original accounting documents,Action,Original accounting documents for project activities will be retained by PMOs or the relevant beneficiaries.,Mitigation,0.55,0.25,0.33,P_013
action::181::pmos will work tog,Action,PMOs will work tog,Mitigation,0.55,0.25,0.33,P_013
action::182::pmos will work together with m,Action,"PMOs will work together with MOF, BMFB and NMFB to prepare the project financial statements.",Mitigation,0.55,0.25,0.33,P_013
action::183::the unaudited semi-annual proj,Action,The unaudited semi-annual project interim financial reports (IFRs) (format in accordance with the aforementioned Circular #13 agreed with MOF) will be prepared and furnished to the Bank by the PMOs no,Mitigation,0.55,0.25,0.33,P_013
action::184::annual audit reports will be i,Action,Annual audit reports will be issued by above audit offices.,Mitigation,0.55,0.25,0.33,P_013
action::185::the annual audit report of pro,Action,The annual audit report of project financial statements will be due to the Bank within 6 months after the end of each calendar year.,Mitigation,0.55,0.25,0.33,P_013
action::186::three designated accounts (das,Action,"Three designated accounts (DAs) in US dollar will be opened at a commercial bank acceptable to the Bank and will be maintained by MOF, BFB and NFB subject to the project activities implemented by MOHU",Mitigation,0.55,0.25,0.33,P_013
action::187::all contracts to be financed t,Action,All contracts to be financed through retroactive financing will be subject to prior review.,Mitigation,0.55,0.25,0.33,P_013
action::188::disbursement of output-based c,Action,"Disbursement of Output-based Cost-sharing Sub Grants: The sub grant will be disbursed against defined milestone achievements, and based on actual expenditure and agreed cost estimates.",Mitigation,0.55,0.25,0.33,P_013
action::189::if the demonstration buildings,Action,"If the demonstration buildings fail to achieve the operational certification of its designed star levels, the final disbursement will be withheld until identified issues are satisfactorily addressed a",Mitigation,0.55,0.25,0.33,P_013
action::18::the global environment facilit,Action,"The Global Environment Facility (GEF) and the World Bank will partner with MOHURD, Beijing and Ningbo Municipalities to address the above constraints.",Mitigation,0.55,0.25,0.33,P_013
action::190::mitigation measures agreed inc,Action,Mitigation measures agreed include: (a) procurement training to be further provided to the four PMOs as needed; and (b) a procurement agent or an individual procurement expert with experience in World,Mitigation,0.55,0.25,0.33,P_013
action::191::procurement will be carried ou,Action,"Procurement will be carried out in accordance with the ""Guidelines: Procurement of Goods, Works and Non-Consulting Services under IBRD Loans and IDA Credits & Grants by World Bank Borrowers"" dated Jan",Mitigation,0.55,0.25,0.33,P_013
action::192::the project will finance the p,Action,The project will finance the procurement for the supply and ins,Mitigation,0.55,0.25,0.33,P_013
action::193::the project will finance the p,Action,"The project will finance the procurement for the supply and installation of Information Systems such as computers, network equipment and operational software, etc.",Mitigation,0.55,0.25,0.33,P_013
action::194::consulting services will be fo,Action,"Consulting services will be focused on policy reforms in three important areas on China's sustainable energy agenda: development of LOCAL urban forms, energy savings in public and commercial buildings",Mitigation,0.55,0.25,0.33,P_013
action::195::a sufficiently detailed justif,Action,"A sufficiently detailed justification, including the rationale for SSS instead of a competitive selection process and the basis for recommending a particular firm or individual, will be required.",Mitigation,0.55,0.25,0.33,P_013
action::196::plans for training and worksho,Action,"ining and workshops will be developed by the four PMOs, and included in the project annual work plan for World Bank review.",Mitigation,0.55,0.25,0.33,P_013
action::197::expenditures incurred in accor,Action,Expenditures incurred in accordance with the approved plans for training and workshops will be the basis for disbursement.,Mitigation,0.55,0.25,0.33,P_013
action::198::procurement plan will be agree,Action,procurement plan will be agreed with the Bank no later than negotiations and will be made available in the Project's database and on the World Bank's external website.,Mitigation,0.55,0.25,0.33,P_013
action::199::the pp will be updated annuall,Action,The PP will be updated annually or as required to reflect implementation needs and improvements in institutional capacity.,Mitigation,0.55,0.25,0.33,P_013
action::19::the proposed activities will e,Action,"The proposed activities will establish linkages between city-level efforts and those of MOHURD, forming the basis of a national dissemination platform that would promote replication of good practices ",Mitigation,0.55,0.25,0.33,P_013
action::1::document of the world bank for,Action,Document of The World Bank FOR OFFICIAL USE ONLY Report No: 74651-CN INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT PROJECT APPRAISAL DOCUMENT ON A PROPOSED GLOBAL ENVIRONMENT FACILITY GRANT IN,Mitigation,0.55,0.45,0.33,P_013
action::200::procurement supervision will b,Action,Procurement supervision will be carried out once a year.,Mitigation,0.55,0.25,0.33,P_013
action::201::procurement post reviews will,Action,Procurement post reviews will be carried out by the World Bank every 12 months.,Mitigation,0.55,0.25,0.33,P_013
action::202::the procurement post review sa,Action,The procurement post review sampling ratio will be 1 out of 10 contracts.,Mitigation,0.55,0.25,0.33,P_013
action::203::social safeguards: among the p,Action,"Social Safeguards: Among the proposed activities of the project, only the Ningbo green building demonstrations will involve physical investments through the GEF grant, which will share a part of the i",Mitigation,0.55,0.25,0.33,P_013
"action::204::therefore, no bank social safe",Action,"Therefore, no Bank social safeguard policies will be triggered for the Project.3 32.",Mitigation,0.55,0.25,0.33,P_013
action::205::environmental safeguards: the,Action,"Environmental Safeguards: The green building demonstrations in Ningbo will include physical construction activities which will have potential environmental impacts, i.e.",Mitigation,0.55,0.45,0.33,P_013
action::206::based on field reconnaissance,Action,"Based on field reconnaissance and initial screening, the proposed activities will have limited adverse environmental impacts, i.e.",Mitigation,0.55,0.25,0.33,P_013
action::207::according to the world bank's,Action,"According to the World Bank's Operational Policy 4.01 Environmental Assessment, this project will be classified as category B.",Mitigation,0.55,0.25,0.33,P_013
action::208::for the associated ibrd loan f,Action,"For the associated IBRD loan financed Beijing Rooftop Solar PV Scale-up Project (P125022) which will invest in large-scale demonstration of rooftop solar PV systems, potential social safeguard issues ",Mitigation,0.55,0.45,0.33,P_013
action::209::r pv scale-up project (p125022,Action,"r PV Scale-up Project (P125022) which will invest in large-scale demonstration of rooftop solar PV systems, potential social safeguard issues are addressed under the IBRD investment project.",Mitigation,0.55,0.45,0.33,P_013
action::20::the proposed project is among,Action,The proposed project is among several innovative operations and analytical and advisory services promoting sustainable approaches to the development of low carbon cities in China.,Mitigation,0.55,0.25,0.33,P_013
action::210::a mid-term review will be cond,Action,A mid-term review will be conducted at the end of the second-year implementation to evaluate interim results and ensure corrective actions are taken as necessary.,Mitigation,0.55,0.25,0.33,P_013
action::211::the pmos will collect the foll,Action,The PMOs will collect the following information for monitoring key performance indicators: (a) LOCAL urban planning and design principles recommended for inclusion in statutory urban planning standard,Mitigation,0.55,0.25,0.33,P_013
action::212::annex 4: operational risk asse,Action,Annex 4: Operational Risk Assessment Framework (ORAF) China: Urban Scale Building Energy Efficiency and Renewable Energy (P130786) Stakeholder Risk Rating Substantial Description: Risk Management: 1.C,Mitigation,0.65,0.25,1.0,P_013
action::213::the proposed project builds on,Action,The proposed project builds on processes which already began project period due to potential difficulties in reaching loc and have strong momentum going into the 12th FYP period.,Mitigation,0.55,0.45,0.33,P_013
action::214::the proposed project will serv,Action,The proposed project will serve as a consensus development outcome could be a new test for the building platform to catalyze policy changes at the local and national levels.,Mitigation,0.55,0.45,0.33,P_013
action::215::the bank government agencies t,Action,The Bank government agencies to collaborate since the ideas team will work closely with partner agencies to ensure an open and inclusive policy new and the impact could be ideran Teytma dialogue and a,Mitigation,0.55,0.45,0.33,P_013
action::216::er agencies to ensure an open,Action,"er agencies to ensure an open and inclusive policy new and the impact could be ideran Teytma dialogue and a consensus building process, so that the project design is broadly significantly affect the e",Mitigation,0.55,0.45,0.33,P_013
action::217::resp: status: stage: recurrent,Action,Resp: Status: Stage: Recurrent: Due Date: Frequency: This risk is rated substantial before mitigation and Client Not Yet Due Both moderate after mitigation.,Mitigation,0.65,0.25,1.0,P_013
action::218::willingness of some key stakeh,Action,"Willingness of some key stakeholders to support Extensive consultation with stakeholders is one of the key mitigating measures to activities under this project, specifically the adoption of address th",Mitigation,0.55,0.25,0.33,P_013
action::219::the gef support will provide a,Action,"The GEF support will provide additional technical assistance, such as mandatory BEPB&D due to perceived risk of regulation trainings and awareness campaigns with building owners, operators and other (",Mitigation,0.55,0.25,0.33,P_013
action::21::a recent world bank report on,Action,"ecent World Bank report on low carbon cities broadly suggests a two-part strategy, focusing on cross cutting actions that create favorable policy environment for low carbon cities and focusing on acti",Mitigation,0.55,0.25,0.33,P_013
"action::220::specifically, the disclosure a",Action,"Specifically, the disclosure aspect can be This risk is rated as substantial before mitigation, and managed by allowing different levels of disclosure for different purposes depending on moderate afte",Mitigation,0.65,0.25,1.0,P_013
action::221::the the potential risk associa,Action,"The the potential risk associated with the implementation of NAC will convene once a year (or more if necessary) to review progress and provide Component 1, the success of which requires broad-based g",Mitigation,0.55,0.45,0.33,P_013
action::222::bhurdc has strong ownership of,Action,BHURDC has strong ownership of the activities under its implementation: cross-department collaboration within MOHURD and the key results of the proposed activities are closely linked to key policy and,Mitigation,0.55,0.25,0.33,P_013
action::223::the bank team will provide nec,Action,The Bank team will provide necessary capacity support to ensure effective implementation.,Mitigation,0.55,0.25,0.33,P_013
action::224::the implementing agencies will,Action,"The implementing agencies will hire qualified experts and strengthen their capacity through training in Bank procurement, financial management, and safeguards.",Mitigation,0.55,0.25,0.33,P_013
action::225::the project will allocate gef,Action,The project will allocate GEF funds for implementation support.,Mitigation,0.55,0.25,0.33,P_013
action::226::resp: status: stage: recurrent,Action,"Resp: Status: Stage: Recurrent: Due Date: Frequency: Client In Progress Both Governance Rating Low Description: Risk Management: Due to the complex and innovative nature of the project, The project wi",Mitigation,0.55,0.25,0.33,P_013
action::227::: risk management: due to the,Action,": Risk Management: Due to the complex and innovative nature of the project, The project will be coordinated through MOHURD which has national government political commitment from MOHURD, Beijing and m",Mitigation,0.55,0.25,0.33,P_013
action::228::risk management: the use of th,Action,Risk Management: The use of the investment and technical assistance will be discussed and agreed with MOHURD and the municipal governments during the preparation stage.,Mitigation,0.55,0.25,0.33,P_013
action::229::bank rules will 38,Action,Bank rules will 38,Mitigation,0.55,0.25,0.33,P_013
action::22::this proposed project compleme,Action,This proposed project complements and builds synergies with several Bank/GEF operations which are being prepared or under implementation.,Mitigation,0.55,0.25,0.33,P_013
action::230::the china national auditing of,Action,The China National Auditing Office will conduct annual audits to ensure that funds are used in accordance with the Operations Manual and legal agreements.,Mitigation,0.55,0.25,0.33,P_013
action::231::resp: status: stage: recurrent,Action,Resp: Status: Stage: Recurrent: Due Date: Frequency: Both Completed Implementation Design Rating Substantial Description: Risk Management: The key design risks include (1) slower than expected The nat,Mitigation,0.65,0.75,1.0,P_013
action::232::consultation of regulations fo,Action,Consultation of regulations for promoting the development of LOCAL stakeholders will be conducted at city level for the design of the disclosure urban forms; (2) the introduction of mandatory EPB&D re,Mitigation,0.55,0.45,0.33,P_013
action::233::these measures or new sector p,Action,These measures or new sector policy requirements; (3) Beijing Grid Company may not be developments will help mitigate the key design risks of the project.,Mitigation,0.55,0.45,0.33,P_013
action::234::client in progress both overal,Action,"Client In Progress Both Overall, this risk is rated as substantial prior to mitigation, due to the innovative nature of the project and the involvement of a large number of stakeholders, but as modera",Mitigation,0.65,0.25,1.0,P_013
action::235::a mid-term review will be cond,Action,A mid-term review will be conducted to assess the need to adjust the design of the project Social and Environmental Rating Low Description: Risk Management: The proposed project will have limited envi,Mitigation,0.55,0.45,0.33,P_013
action::236::sufficient training and guidan,Action,Sufficient training and guidance will be provided to the PMO and the EIA impacts are low given the application of adequate consultant throughout the project preparation and implementation stages.,Mitigation,0.55,0.25,0.33,P_013
action::237::resp: status: stage: recurrent,Action,Resp: Status: Stage: Recurrent: Due Date: Frequency: Social: Both In Progress Both 30-Jun-2012 No Bank social safeguard policies will be triggered by the proposed physical constructions.,Mitigation,0.55,0.25,0.33,P_013
action::238::program and donor rating low d,Action,Program and Donor Rating Low Description: Risk Management: The proposed project is not critically dependent on other projects/activities or other development partners in the Resp: Status: Stage: Recur,Mitigation,0.55,0.25,0.33,P_013
action::239::delivery monitoring and sustai,Action,"Delivery Monitoring and Sustainability Rating Moderate Description: Risk Management: MOHURD, Beijing and Ningbo are strong supporters in The GEF support will help build the capacity of implementing ag",Mitigation,0.6,0.25,0.66,P_013
action::23::the proposed project will seek,Action,"The proposed Project will seek to build upon ongoing and new projects and analytical work by taking a step in addressing some of the cross-cutting linkages to urban spatial planning, a first- time eff",Mitigation,0.55,0.25,0.33,P_013
action::240::the project design and gef sup,Action,The project design and GEF support toUrbn res.Th prjet esgnandGE spprtto Resp: Status: Stage: Recurrent: Due Date: Frequency:develop policies and implementation mechanisms will ensure project sustaina,Mitigation,0.55,0.25,0.33,P_013
